id	score	topic	answer	problem_preview
1724	0.555556	number_theory	1	Find the smallest positive integer \( n \) such that \( 2^n + n \) is divisible by \( n \).
1725	0.555556	geometry	756	In a 3D grid space defined by the coordinates (x, y, z) where 1 ≤ x, y, z ≤ 6, each point in the grid is connected to its neighboring points (those sharing a face). A particle starts at the origin (1,1,1) and moves towards the point (6,6,6...
1726	0.444444	number_theory	288	Let \( f(n) \) be the number of ordered pairs of positive integers \((a, b)\) such that \( a^b = n \) and \( b^a = n \). Find the sum of all positive integers \( n \) less than or equal to 1000 for which \( f(n) = 1 \).
1727	0.555556	geometry	0	Let \( S \) be the set of all integers \( n \) such that \( 100 \leq n \leq 999 \) and the digits of \( n \) form an arithmetic sequence. Find the number of integers \( n \) in \( S \) that are also perfect squares.
1728	0.777778	geometry	4047	A sequence of positive integers \( a_1, a_2, a_3, \ldots \) is defined as follows: \( a_1 = 1 \), and for \( n \geq 2 \), \( a_n \) is the smallest positive integer such that the sum \( a_1 + a_2 + \ldots + a_n \) is a perfect square. Find...
1729	0.666667	number_theory	22	Let \( p \) be a prime number such that \( p \equiv 1 \pmod{4} \). Consider the set \( S \) of all positive integers \( n \) such that \( p \) divides \( n^2 + 1 \). Determine the number of elements in the set \( S \) for \( p \leq 100 \).
1730	0.666667	number_theory	2	Find all real numbers \( x \) such that \[ \left( \frac{x}{2} + \sqrt{\frac{x^2}{4} + 1} \right)^n + \left( \frac{x}{2} - \sqrt{\frac{x^2}{4} + 1} \right)^n = \left( \frac{x}{2} + \sqrt{\frac{x^2}{4} + 1} \right)^2 + \left( \frac{x}{2} - \...
1731	0.333333	number_theory	12	Find the smallest positive integer \( n \) such that the equation \( \frac{1}{x} + \frac{1}{y} = \frac{1}{n} \) has exactly 5 distinct solutions in positive integers \( (x, y) \).
1732	0.444444	geometry	6	In the complex plane, consider the set of all complex numbers $z$ that satisfy the equation $|z^3 - 1| = 2|z - 1|$. Determine the number of such complex numbers $z$ that also lie on the circle centered at the origin with radius 2.
1733	0.666667	number_theory	(1, 2), (2, 1), (2, 2)	Find all pairs of positive integers \( (a, b) \) such that the equation \[ a^3 + b^3 = (a + b)^2 \] has exactly three distinct solutions in positive integers \( (a, b) \).
1734	0.444444	geometry	4	Let $ABC$ be a triangle with circumcircle $\Gamma$. A point $P$ inside $\triangle ABC$ is chosen such that the circumcircles of $\triangle ABP$ and $\triangle ACP$ intersect $\Gamma$ again at $D$ and $E$, respectively, and $BP = CP$. If $A...
1735	0.444444	geometry	2	Let \( f(x) \) be a polynomial with integer coefficients such that \( f(1) = 2 \), \( f(2) = 3 \), and \( f(3) = 5 \). If \( f(n) \) is prime for all \( n \in \mathbb{Z} \) except when \( n \) is a perfect square, find the smallest possibl...
1736	0.666667	geometry	2	A circle with radius $r$ is inscribed in a square with side length $s$. The square is then inscribed in another circle with radius $R$. If the ratio of the area of the larger circle to the area of the smaller circle is given by $\frac{A_R}...
1737	0.444444	geometry	M	Let \(ABC\) be an acute triangle with circumcircle \(\Gamma\). Let \(D\), \(E\), and \(F\) be the feet of the altitudes from \(A\), \(B\), and \(C\) respectively. Let \(P\) be a point on the line \(EF\), and let \(Q\) be the isogonal conju...
1738	0.444444	number_theory	1	A polynomial \(P(x)\) with integer coefficients satisfies \(P(0) = 2023\), \(P(1) = 2024\), and for some prime number \(p > 100\), \(P(p) = p^2\). Determine the maximum possible number of integer roots that \(P(x)\) can have.
1739	0.444444	number_theory	1	Consider a sequence \( \{a_n\} \) defined by \( a_1 = 1 \) and for \( n \geq 2 \), \( a_n = a_{n-1} + \frac{1}{n(n+1)} \). Determine the smallest positive integer \( k \) such that \( a_k \) is an integer.
1740	0.555556	number_theory	23	Consider a polynomial \( P(x) \) with integer coefficients such that \( P(1) = 3 \) and \( P(2) = 7 \). Furthermore, suppose that \( P(x) \) satisfies the recurrence relation \( P(x+1) - P(x) = 2x \) for all integers \( x \). Find the valu...
1741	0.666667	number_theory	2023	Let \( P(x) \) be a polynomial with integer coefficients such that \( P(1) = 2023 \). If there exist distinct positive integers \( a \) and \( b \) with \( a < b \) such that \( P(a) = P(b) \), find the smallest possible value of \( P(0) \...
1742	0.333333	number_theory	0	Determine the number of ordered triples of integers $(x, y, z)$ such that $1 \leq x, y, z \leq 10$, and there exists an integer $k$ for which $x^2 + y^2 + z^2 = k^2$ and $x + y + z = k$.
1743	0.333333	number_theory	n \geq 2	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n - x + 1 \) is irreducible over the integers.\
1744	0.750000	number_theory	2023	Let \( f: \mathbb{Z}^+ \to \mathbb{Z}^+ \) be a function satisfying the following conditions: 1. \( f(1) = 1 \) 2. For all positive integers \( n \), \( f(n+1) = f(n) + f(\gcd(n+1, f(n))) \), where \( \gcd \) denotes the greatest common di...
1745	0.777778	geometry	12	Let \( \triangle ABC \) be a triangle with \( AB = 13 \), \( BC = 14 \), and \( CA = 15 \). Let \( D \) be the point where the incircle of \( \triangle ABC \) touches \( BC \). The circle with diameter \( AD \) intersects \( AB \) and \( A...
1746	0.333333	geometry	2	Consider a set \( S \) of \( n \) distinct positive integers, such that the sum of any two distinct elements in \( S \) is a perfect square. Determine the maximum possible value of \( n \) for which this is possible, and provide an example...
1747	0.444444	number_theory	2	Find all integers \( n \geq 2 \) such that every pair of elements \( a, b \) in the set \( S = \{1, 2, \ldots, n\} \) satisfies the equation: \[ a^3 + b^3 \equiv ab \pmod{n} \]
1748	0.555556	number_theory	0	Find all pairs of integers \((a, b)\) such that the equation \(a^2 + ab + b^2 = 2024\) holds. Additionally, determine the number of distinct solutions \((a, b)\) where \(a\) and \(b\) are both prime numbers.
1749	0.666667	geometry	1	Consider a regular octagon \(ABCDEFGH\) inscribed in a circle of radius 1. Let \(P\) be the point inside the octagon such that it is the intersection of the diagonals \(AC\), \(CE\), and \(EH\). Determine the distance from \(P\) to the cen...
1750	0.444444	number_theory	36	In a finite set \( S \) of integers, define a *critical pair* as a pair of integers \( (a, b) \) such that \( a < b \) and the absolute difference \( |a - b| \) is the smallest among all distinct differences in \( S \). Given that the set ...
1751	0.444444	number_theory	3	Let \( S \) be the set of all positive integers \( n \) such that the sum of the digits of \( n \) is equal to 10. Determine the smallest integer \( k \) for which there exist distinct elements \( a, b, c \in S \) satisfying the equation \...
1752	0.666667	number_theory	4046	Let \( f: \mathbb{Z} \to \mathbb{Z} \) be a function such that for all integers \( a \) and \( b \), \[ f(a^2 + b^2) = f(a)^2 + f(b)^2 \] and \( f(1) = 2 \). Determine the value of \( f(2023) \).
1753	0.333333	geometry	4\sqrt{3}	In the Cartesian coordinate system, let \(A\) be the point \((0, 12)\), and \(B\) be a point on the positive x-axis. The line segment \(AB\) is rotated 90 degrees counterclockwise about point \(B\) to form segment \(BC\). If the area of tr...
1754	0.333333	number_theory	1	Let \( P(x) \) be a polynomial with integer coefficients such that \( P(0) = 1 \) and \( P(1) = 2023 \). If \( P(x) \) has exactly three distinct real roots and all coefficients of \( P(x) \) are between \( -1000 \) and \( 1000 \) inclusiv...
1755	0.777778	algebra	0	Let \( P(x) \) be a polynomial of degree 6 with real coefficients, such that \( P(0) = 1 \), \( P(1) = 2 \), and \( P(-1) = 3 \). Suppose that \( P(x) \) has three distinct real roots, one of which is \( r \), and \( r \) is also a root of...
1756	0.777778	number_theory	p-1	Let \( p \) be an odd prime number. Define the sequence \( \{a_n\} \) by \( a_1 = 2 \) and \( a_{n+1} \equiv 3a_n + 1 \pmod{p} \). Find the smallest positive integer \( k \) such that \( a_k \equiv 0 \pmod{p} \).
1757	0.333333	geometry	12	Let \( \triangle ABC \) be a triangle with \( AB = 13 \), \( BC = 14 \), and \( CA = 15 \). Let \( D \) be the point on \( BC \) such that \( AD \) is the angle bisector of \( \angle BAC \). Let \( E \) be the point on \( AD \) such that \...
1758	0.333333	number_theory	3	Find all integers \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) can be factored into two non-constant polynomials with integer coefficients.
1759	0.777778	algebra	6	Let \( f(x) = x^3 + ax^2 + bx + c \) be a cubic polynomial with real coefficients, and suppose \( f(x) \) has three distinct real roots \( r_1, r_2, r_3 \) such that \( r_1 + r_2 + r_3 = 0 \) and \( r_1 r_2 r_3 = -8 \). Given that \( f(1) ...
1760	0.444444	number_theory	2	Consider the sequence of numbers defined recursively by \(a_1 = 2\) and \(a_{n+1} = a_n^2 - a_n + 1\) for all \(n \geq 1\). Determine the smallest positive integer \(k\) such that \(a_k\) is divisible by \(3^{10}\).
1761	0.666667	number_theory	285	Let \( S \) be the set of all positive integers less than 1000 that are multiples of 5 or 7 but not both. Determine the number of elements in \( S \).
1762	0.333333	number_theory	2	In a magical forest, there exists a tree with \( n \) nodes, where each node is either a fairy or a dragon. A fairy can cast a spell on any adjacent node, turning it into a dragon if it is a fairy, or turning it into a fairy if it is a dra...
1763	0.333333	number_theory	2023	Let $f: \mathbb{N} \rightarrow \mathbb{N}$ be a function such that $f(1) = 1$ and for all $n \geq 2$, $f(n) = n - f(f(n - 1))$. Define a sequence $\{a_k\}_{k=1}^{\infty}$ by $a_1 = f(10)$ and for all $k \geq 2$, $a_k = a_{k-1} + f(a_{k-1})...
1764	0.444444	number_theory	3	Find all positive integers \( n \) such that \( n^2 - 1 \) divides \( n^n + 1 \).
1765	0.444444	geometry	1	Let \( S \) be the set of all positive integers that can be represented as the sum of two distinct positive integers whose product is a perfect square. Define \( T \) as the set of all positive integers that can be represented as the sum o...
1766	0.777778	algebra	f(x) = a^x	Let \( f: \mathbb{R} \to \mathbb{R} \) be a continuous function such that for all real numbers \( x \) and \( y \), \[ f(x + y) = f(x) \cdot f(y) \] and for \( x \neq 0 \), \( f(x) \neq 1 \). Prove that \( f \) is an exponential function o...
1767	0.666667	number_theory	1	Given a sequence of integers \(a_1, a_2, \ldots, a_n\) with \(n \geq 2\), define the function \(f(k)\) for \(1 \leq k \leq n\) as the number of ways to choose \(k\) distinct integers from this sequence such that the sum of these \(k\) inte...
1768	0.777778	geometry	0	In the complex plane, let \( A = 1 + 2i \), \( B = 3 - i \), and \( C = -2 + 4i \). Find the number of distinct points \( P \) such that \( P \) is the centroid of triangle \( ABC \) when rotated about the origin by any angle \( \theta \) ...
1769	0.777778	number_theory	2	Find the smallest positive integer \( n \) such that there exist real numbers \( a_1, a_2, \ldots, a_n \) satisfying the following conditions: 1. \( a_1 + a_2 + \cdots + a_n = 0 \) 2. For any \( 1 \leq i \leq n \), \( a_i^3 = a_i \) 3. The...
1770	0.333333	number_theory	170	Let \( f: \mathbb{Z} \rightarrow \mathbb{Z} \) be a function defined such that for all integers \( a, b, c \) satisfying \( a + b + c = 2024 \), the following holds: \[ f(a) + f(b) + f(c) = abc + 170 \] Determine all possible values of \( ...
1771	0.333333	geometry	\frac{1}{2}	In the coordinate plane, consider a regular hexagon with vertices at lattice points. Let \( A \) and \( B \) be two distinct vertices of the hexagon such that the line segment \( AB \) is parallel to one of the axes. A point \( P \) is cho...
1772	0.777778	geometry	\sqrt{3}	In the coordinate plane, consider a circle centered at the origin with radius 1. Let \( P \) be a point inside the circle such that the distance from \( P \) to the origin is \( \sqrt{\frac{3}{4}} \). A line passing through \( P \) interse...
1773	0.555556	geometry	0	In the coordinate plane, a line passing through the origin intersects the curve defined by $y = x^3 - 3x + 2$ at exactly two distinct points. Find the sum of all possible slopes of such lines.
1774	0.555556	number_theory	9	Find all positive integers \( n \) such that the number \( 12345n \) is divisible by 3 and the number \( 123456789n \) is divisible by 9. Additionally, determine the smallest such \( n \) for which both conditions hold.
1775	0.444444	number_theory	1, 3	Find all positive integers \( n \) such that \( n \) divides \( 2^n + 1 \).
1776	0.444444	number_theory	2	Let \( P(x) \) be a polynomial with integer coefficients such that \( P(0) = 1 \) and \( P(1) = 2023 \). Suppose there exists a positive integer \( n \) for which \( P(n) = 2024 \) and \( P(n+1) = 2025 \). Find the smallest possible value ...
1777	0.444444	geometry	90	Find the smallest positive integer \( n \) such that the equation \[ x^2 - nx + 2024 = 0 \] has integer solutions and the product of these solutions is a perfect square.
1778	0.666667	geometry	25	A point \( P \) is selected at random inside a square with side length 10. From point \( P \), a line segment is drawn perpendicular to each side of the square, forming four right triangles. If the sum of the lengths of these line segments...
1779	0.555556	algebra	2	Find all real numbers \( x \) such that the equation \[ x^3 - 3x^2 + 2x - 1 + \frac{1}{x-1} = 0 \] holds. Prove that any solution must satisfy \( x \in [1, 3] \) and that there is exactly one solution in this interval.
1780	0.444444	number_theory	1	What is the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) has a root modulo \( m \), where \( m \) is a positive integer greater than 1 and not a prime number?
1781	0.333333	number_theory	7	What is the smallest positive integer \( n \) such that \( 2^n - 1 \) is divisible by 7 and the product of all positive integers less than \( n \) that are relatively prime to \( n \) is also divisible by 7?
1782	0.777778	geometry	(0, 0, 0)	Consider a regular octahedron \(O\) with vertices \(A, B, C, D, E, F\) such that \(ABCD\) forms the lower base and \(ABEF\) the upper base. Let \(P\) be a point inside \(O\) such that the sum of the distances from \(P\) to each vertex is m...
1783	0.333333	number_theory	a^2 + b^2 = p	Let \( p \) be a prime number such that \( p \equiv 1 \pmod{4} \). Prove that there exist positive integers \( a \) and \( b \) such that \( a^2 + b^2 = p \).
1784	0.333333	number_theory	2024	Let $S$ be a set of positive integers such that for any $a, b \in S$ with $a < b$, there exists a unique $c \in S$ such that $a + c = b$. Furthermore, let $S$ contain exactly 2023 elements. Find the sum of the smallest and largest elements...
1785	0.444444	number_theory	1	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + 2017x^{n-1} + 2016x^{n-2} + \dots + 2x^2 + x + 1 \) has all its roots as integers.
1786	0.333333	number_theory	1	Let f(x) be a polynomial with integer coefficients such that f(0) = 0 and f(1) = 1. If for all positive integers n, the value of f(n) is always an odd number, determine the smallest possible degree of f(x).
1787	0.555556	algebra	f(x) = ax	Let \( f: \mathbb{R} \to \mathbb{R} \) be a continuous function such that for all real numbers \( x \) and \( y \), the inequality \( |f(x+y) - f(x) - f(y)| \leq |y| \) holds. Show that there exists a real number \( a \) such that \( f(x) ...
1788	0.444444	geometry	60	Let \( ABCD \) be a convex quadrilateral with \( AB = 8 \), \( BC = 15 \), \( CD = 20 \), and \( DA = 17 \). Diagonals \( AC \) and \( BD \) intersect at point \( E \). Given that the area of \( \triangle ABE \) is \( 60 \), find the area ...
1789	0.333333	combinatorics	5	Consider a 4x4 chessboard. In how many distinct ways can you place 4 indistinguishable rooks on the board such that no two rooks attack each other? Note that two placements are considered the same if one can be obtained by rotating or refl...
1790	0.666667	number_theory	1	In a sequence of positive integers, each term after the first is the sum of the two preceding terms, starting with $1$ and $2$. If the $15^{\text{th}}$ term is a multiple of $11$, how many terms between the $1^{st}$ and the $15^{th}$ (incl...
1791	0.555556	geometry	60	Let \(ABC\) be an acute-angled triangle with \(AB < AC\). Let \(D\) be the foot of the perpendicular from \(A\) to \(BC\). Let \(E\) and \(F\) be points on \(AB\) and \(AC\) respectively, such that \(DE\) and \(DF\) are the angle bisectors...
1792	0.555556	geometry	20	In the enchanted land of Geometria, a magical circle with radius 10 units is inscribed inside a square field. A wizard casts a spell, transforming the square into a regular hexagon while maintaining the circle's center within the new shape...
1793	0.444444	algebra	4	Let $f(x) = x^4 - 20x^3 + 109x^2 - 140x + 50$. Find the number of distinct real solutions to the equation $f(f(x)) = 0$.
1794	0.666667	geometry	900	Find all positive integers \( n \) such that the number of distinct prime factors of \( n \) is exactly 3 and \( n \) is a perfect square.
1795	0.333333	number_theory	3	Find the smallest positive integer $n$ such that there exists a strictly increasing sequence of $n$ positive integers $a_1, a_2, ..., a_n$ satisfying: 1. $a_1 + a_2 + ... + a_n = 2023$, and 2. For all $1 \leq i < j \leq n$, $a_j$ divides $...
1796	0.777778	number_theory	(1, 1)	Find all pairs of positive integers $(m,n)$ such that $m^n + 1 = 2n^m$.
1797	0.444444	number_theory	p^2	Let $p$ be a prime number and $n$ a positive integer such that $p \mid n$. Consider the sequence $\{a_k\}_{k \geq 1}$ defined by $a_1 = n$, and for $k \geq 2$, $a_k$ is the smallest positive integer greater than $a_{k-1}$ that satisfies th...
1798	0.666667	geometry	2	In the complex plane, let \( z \) be a complex number satisfying the equation \[ z^3 + \overline{z}^3 = 2 \] where \( \overline{z} \) is the complex conjugate of \( z \). Find the sum of all possible values of \( z^2 + \overline{z}^2 \).
1799	0.444444	geometry	2	Let $f(x)$ be a polynomial with integer coefficients such that $f(0) = f(1) = 1$ and $f(n)$ is a perfect square for all non-negative integers $n$. Find the smallest possible degree of $f(x)$.
1800	0.444444	geometry	-1	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) has exactly three distinct real roots, and determine the sum of the squares of these roots.
1801	0.333333	number_theory	100	Given a sequence of distinct positive integers \(a_1, a_2, ..., a_{100}\) such that \(a_{i} < a_{i+1}\) for all \(1 \leq i \leq 99\), and the sum of any 50 consecutive terms in this sequence is divisible by 50, find the smallest possible v...
1802	0.777778	algebra	5	Let \( P(x) \) be a polynomial of degree 3 such that \( P(1) = 1, P(2) = 2, P(3) = 3, \) and \( P(4) = 4. \) Determine the value of \( P(5). \)
1803	0.666667	number_theory	1	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + ax + b \) (where \( a \) and \( b \) are integers) has exactly one real root, and this root is rational.
1804	0.555556	algebra	1	Let \( P(x) \) be a polynomial of degree \( n \) with real coefficients such that \( P(x) = x \) has exactly one real root, \( r \). Suppose further that \( P(x) \) has the property that for any real number \( y \) not equal to \( r \), \(...
1805	0.444444	number_theory	3	Find all positive integers \( n \) such that the equation \[ x^2 - nxy + y^2 = 1 \] has exactly three distinct solutions in positive integers \((x, y)\).
1806	0.777778	geometry	8	In a magical land, there exists a sequence of numbers that follows a unique pattern. The sequence starts with 1, and each subsequent number is the sum of the squares of the digits of the previous number. For example, the first few terms ar...
1807	0.555556	number_theory	3	Find all positive integers \( n \) such that the equation \[ x^2 + y^2 + z^2 = nxyz \] has a solution in positive integers \( x, y, z \).
1808	0.333333	number_theory	5057	A sequence of numbers \( a_1, a_2, a_3, \ldots \) is defined as follows: \( a_1 = 2 \), and for \( n \geq 2 \), \( a_n \) is the smallest positive integer such that \( a_n \) is not a factor of \( a_{n-1} \). Find the sum of the first 2023...
1809	0.555556	number_theory	1	Find all positive integers \( n \) such that \( n \) divides \( 3^{n} - 2^{n} \), and \( n \) is not a power of 3.
1810	0.777778	number_theory	979	A sequence of numbers \(\{a_n\}\) is defined as follows: \(a_1 = 1\), and for \(n \geq 2\), \(a_n = a_{n-1}^2 - 2\). Let \(S\) be the sum of the first 2023 terms of this sequence. Find the remainder when \(S\) is divided by 1000.
1811	0.777778	geometry	1	There is a circle with radius \( r \) and a point \( P \) outside the circle such that the line segment from \( P \) to the center of the circle is perpendicular to the tangent at the point of tangency. If \( PQ \) is the length of the tan...
1812	0.666667	geometry	40	In triangle \( ABC \), point \( D \) is on side \( BC \) such that \( BD : DC = 2 : 1 \). Point \( E \) is on side \( AC \) such that \( AE : EC = 1 : 2 \). The lines \( AD \) and \( BE \) intersect at point \( F \). If the area of triangl...
1813	0.555556	number_theory	1	Let \( p \) be a prime number greater than 3. Consider the sequence of integers defined by \( a_n = n^2 + pn + 1 \). Determine the smallest positive integer \( k \) such that for all \( n \geq k \), the sequence \( a_n \) contains at least...
1814	0.666667	geometry	4	Let \( ABC \) be an equilateral triangle with side length 12. Points \( D, E, \) and \( F \) lie on sides \( BC, CA, \) and \( AB \), respectively, such that \( BD = CE = AF = x \). Let \( G \) be the intersection of \( AD, BE, \) and \( C...
1815	0.777778	number_theory	2	Find all integers \( n \geq 2 \) such that the equation \[ x_1^2 + x_2^2 + \cdots + x_n^2 = x_{n+1}^2 + x_{n+2}^2 \] has integer solutions \( x_1, x_2, \ldots, x_{n+2} \) where none of \( x_1, x_2, \ldots, x_{n+2} \) is divisible by \( n \...
1816	0.555556	number_theory	1275	Let $S$ be the set of all positive integers $n$ for which there exist positive integers $a$, $b$, and $c$ such that the polynomial $P(x) = x^3 + ax^2 + bx + c$ has integer roots and $P(1) = n$. If $S$ contains exactly 50 elements, find the...
1817	0.666667	geometry	q-1	In a finite field \( F \) with \( q \) elements, where \( q = p^n \) for some prime \( p \) and \( n \geq 1 \), consider a polynomial \( P(x) = a_0 + a_1 x + a_2 x^2 + \cdots + a_d x^d \) with coefficients \( a_i \in F \). Suppose that for...
1818	0.777778	number_theory	20	Find the smallest positive integer \( n \) such that \( n \) is divisible by 20, and the sum of the digits of \( n \) is also a divisor of 20.
1819	0.444444	combinatorics	4	In a town, there are four houses in a row. Each house is painted a different color: red, blue, green, or yellow. The blue house is immediately to the left of the green house. The yellow house is not next to the red house. The green house i...
1820	0.555556	algebra	k	Let \( f: \mathbb{R} \to \mathbb{R} \) be a continuous function such that \( f(x) + f(y) = f(x+y) \) for all \( x, y \in \mathbb{R} \). Suppose also that \( f \) is differentiable at \( x = 0 \) with \( f'(0) = k \) for some constant \( k ...
1821	0.333333	other	2^{2023} - 1	在一个无限长的数列 \( a_1, a_2, a_3, \ldots \) 中，每个 \( a_i \) 是 \( 1, 2, 3, \ldots, 2023 \) 中的一个正整数，且对任意的 \( i \neq j \)，\( a_i \neq a_j \)。对于每一个正整数 \( k \) (1 ≤ \( k \) ≤ 2023)，定义 \( S_k \) 为数列中所有出现次数恰好为 \( k \) 的数的集合。给定条件 \( S_k \) 的非空子集 \( T_k \...
1822	0.777778	algebra	1	Let $f: \mathbb{R} \to \mathbb{R}$ be a differentiable function such that for all $x, y \in \mathbb{R}$, we have $f'(x+y) = f'(x)f'(y)$. If $f'(0) = 1$ and $f(0) = 0$, find the value of $f\left(\ln(2)\right)$.
1823	0.444444	number_theory	3	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) can be expressed as the product of two non-constant polynomials with integer coefficients.
1824	0.333333	combinatorics	11	Find the maximum number of subsets that can be included in a collection of subsets of a set with 10 distinct objects such that no subset is a proper subset of another. That is, if $A$ and $B$ are subsets in the collection, then $A \neq B$ ...
1825	0.555556	number_theory	1012	Let $f(x)$ be a function defined on the positive integers such that $f(1) = 1$ and for all positive integers $n$, \[f(n) = n - f(f(n-1)).\] Find the value of $f(2023)$.
1826	0.666667	geometry	1	In a magical forest, there are 100 trees arranged in a straight line. Each tree is either a pine or an oak. A wizard casts a spell that doubles the number of pines and triples the number of oaks every day. If initially there were 30 pines ...
1827	0.555556	number_theory	2	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + nx^{n-1} + (n-1)x^{n-2} + \cdots + 2x + 1 \) can be factored into the product of two non-constant polynomials with integer coefficients.
1828	0.333333	geometry	168 + 40\sqrt{5}	In the coordinate plane, let \(P\) be the point \((3,4)\) and \(Q\) the point \((7,12)\). Let \(R\) be a point on the circle centered at the origin with radius 5. Determine the maximum value of \(|PR^2 - QR^2|\).
1829	0.444444	combinatorics	5005	Consider the set {1, 2, 3, ..., 20}. How many ways can we select 6 numbers from this set such that any two selected numbers differ by at least 3?
1830	0.777778	number_theory	4046	Consider the sequence of numbers \(a_n\) defined as follows: \(a_1 = 1\), and for \(n \geq 2\), \(a_n\) is the smallest positive integer greater than \(a_{n-1}\) that is not relatively prime to \(a_{n-1}\). For instance, \(a_2 = 2\), \(a_3...
1831	0.444444	number_theory	3	Let \( P(x) \) be a polynomial of degree 5 with integer coefficients such that \( P(1) = 2024 \), \( P(2) = 4048 \), and \( P(3) = 6072 \). It is also known that \( P(x) \) has exactly one real root in the interval \( (1, 3) \). Find the n...
1832	0.777778	number_theory	3	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) can be factored into the product of two non-constant polynomials with integer coefficients.
1833	0.444444	number_theory	3	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n - x^{n-1} - x^{n-2} - \ldots - x - 1 \) has at least one real root greater than 2.
1834	0.444444	other	2	在一个五边形网格中，每个小五边形的面积为1平方单位。已知AB = BC = CD = DE = EF = 1单位，且∠ABC = ∠CDE = ∠DEF = 90°。求整个五边形区域的面积。
1835	0.777778	number_theory	3	What is the largest integer \( n \) such that \( \frac{1}{n} \) can be expressed as a terminating decimal in base 3 with exactly 4 digits after the radix point, and \( n \) is also a prime number?
1836	0.777778	geometry	100	In the convex quadrilateral \(ABCD\), the diagonals \(AC\) and \(BD\) intersect at point \(E\). Let \(M\) and \(N\) be the midpoints of sides \(AD\) and \(BC\) respectively. If the area of triangle \(AEN\) is 20 square units and the area o...
1837	0.555556	geometry	45	A set S consists of 10 distinct integers. We define a pair of distinct integers from S as good if their product is a perfect square. What is the maximum number of good pairs that can exist in S?
1838	0.444444	combinatorics	0	In the complex plane, consider the set of points defined by the equation \( z^4 + 1 = 0 \). Let \( S \) be the set of all points \( z \) that satisfy this equation. If \( P \) is a point chosen uniformly at random from \( S \), what is the...
1839	0.666667	geometry	\frac{1}{2}	In the complex plane, consider a circle centered at the origin with radius 1. A point P is chosen randomly on this circle. Let A and B be two fixed points on the circle such that the arc AB subtends a right angle at the center. What is the...
1840	0.555556	number_theory	11	Let \( f(n) \) be the function defined for all positive integers \( n \) as follows: if \( n \) is even, \( f(n) = \frac{n}{2} \); if \( n \) is odd, \( f(n) = 3n + 1 \). Consider the sequence generated by repeatedly applying \( f \) to th...
1841	0.333333	number_theory	\frac{1}{100}	A positive integer $n$ is chosen at random from the set $\{1, 2, 3, \ldots, 1000\}$. What is the probability that the sum of the digits of $n$ equals the product of the digits of $n$? Express your answer as a reduced fraction.
1842	0.555556	other	10	In a country, there are 100 cities connected by roads. Each city is connected to exactly 10 other cities, and there are no direct road connections between any two cities more than once. A traveler decides to visit as many cities as possibl...
1843	0.333333	number_theory	3	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) can be expressed as the product of two non-constant polynomials with integer coefficients.
1844	0.666667	geometry	3	In the coordinate plane, let \( P \) be the point \((2020, 2021)\) and \( Q \) the point \((2021, 2022)\). A finite sequence of points in the plane \( Q_1, Q_2, \ldots, Q_n \) is called a *harmonious path* from \( P \) to \( Q \) if: 1. \(...
1845	0.777778	algebra	-2	Let \( f(x) \) be a polynomial of degree 3 such that the coefficients of \( x^3 \) and \( x \) are both 1. Given that \( f(x) \) satisfies \( f(x) + f(-x) = 0 \) for all real \( x \), and that \( f(2) = 6 \), find the value of \( f(-1) \).
1846	0.666667	algebra	\frac{2 + \sqrt{10}}{3}	In the geometric sequence $\{a_n\}$ with common ratio $q$, let $S_n$ be the sum of the first $n$ terms. If $(a_1, \frac{3}{4}a_3, 2a_2)$ forms an arithmetic sequence, find the value of $q$.
1847	0.333333	combinatorics	\frac{1}{2}	In the complex plane, let \(A\), \(B\), and \(C\) be the vertices of a regular hexagon with side length \(1\). Let \(D\), \(E\), and \(F\) be the midpoints of \(BC\), \(CA\), and \(AB\) respectively. A point \(P\) is chosen uniformly at ra...
1848	0.444444	geometry	\infty	In the Cartesian plane, let P be the set of points (x, y) that satisfy the equation \[x^2 + y^2 = 1.\] For any non-negative integer n, let A_n be the set of points in P that have at least one coordinate that is rational and whose distance ...
1849	0.333333	number_theory	5	Find the smallest positive integer $n$ such that there exist integers $a$, $b$, and $c$ with $a^2 + b^2 + c^2 = n$ and $ab + bc + ca = 10$.
1850	0.333333	geometry	3	Let \( ABC \) be a triangle with \( AB = 13 \), \( BC = 14 \), and \( CA = 15 \). Points \( D \), \( E \), and \( F \) lie on segments \( BC \), \( CA \), and \( AB \) respectively, such that \( AD \), \( BE \), and \( CF \) are concurrent...
